,judge_id,project_id,prize_name,category_name,score
1199,57,11,Maker Track,Technical Depth,6.0
1200,57,7,Maker Track,Creativity,5.75
1201,57,7,Maker Track,Practicality,5.75
1202,57,7,Maker Track,Polish,5.75
1203,57,7,Maker Track,Technical Depth,5.75
1204,57,5,Maker Track,Creativity,7.5
1205,57,5,Maker Track,Practicality,7.5
1206,57,5,Maker Track,Polish,7.5
1207,57,5,Maker Track,Technical Depth,7.5
1208,57,2,Maker Track,Creativity,6.5
1209,57,2,Maker Track,Practicality,6.5
1210,57,2,Maker Track,Polish,6.5
1211,57,2,Maker Track,Technical Depth,6.5
1212,57,1,Maker Track,Creativity,6.75
1213,57,1,Maker Track,Practicality,6.75
1214,57,1,Maker Track,Polish,6.75
1215,57,1,Maker Track,Technical Depth,6.75
